group_name,int_id,id,length,parent_name,route_name,route_parent_id,opposite_route_int_id
7,332,6fbcf6e7-84ec-49cb-97f3-493be60c89f5,10480.424300616667,PRŽAN - NOVE JARŠE,NOVE JARŠE;  osnovna,a6b87870-0413-41b0-b14c-b60695116a31,333
7,333,d5d18066-ddcf-4eba-b415-34edf9331491,10795.267116559708,NOVE JARŠE - PRŽAN,PRŽAN;  osnovna,de2dc675-8b5c-4683-a938-f51d922da9e6,332
22,341,de787abe-5a68-449a-babe-a99bca3ac55b,11966.944076636655,KAMNA GORICA - FUŽINE P+R,FUŽINE P+R;  osnovna,1960a8ae-5f4d-4f68-aeb1-9f065f5f7f57,342
22,342,cc6c0e71-79c0-4b7b-93b5-30045140af17,12000.066948101301,FUŽINE P+R - KAMNA GORICA,KAMNA GORICA;  osnovna,d639e05c-ca41-4aef-b0a2-ec22e31b0412,341
6,345,17cb13c3-2028-47f8-ae70-918d4de54378,11222.846693552665,DOLGI MOST P+R - ČRNUČE,ČRNUČE;  osnovna,f10ccfa3-0b2f-4b9f-8c55-5ff97c248d6f,1564
5,346,d532a61e-620c-4eb1-9a76-2a9e989213f5,11942.083902010627,PODUTIK - ŠTEPANJSKO NAS.,ŠTEPANJSKO NAS.;  osnovna,e1b9c46e-798c-4e48-b81e-6f12d7272746,652
12,363,2d2b5bea-6d11-428f-ab1a-1704e4b83188,11537.902381367448,BEŽIGRAD - VEVČE,VEVČE;  osnovna,8a0a71a5-3d3a-4923-bff8-d917d8301ac7,364
12,364,43ad32e4-ebf3-4e5f-b475-a782be9076f7,11243.64031442071,VEVČE - BEŽIGRAD,BEŽIGRAD;  osnovna,a5ea5391-a94d-4101-8f09-6eb49ab0826e,363
5,652,2080cd98-f0c1-4b48-b4a8-59ee716a7927,11620.687037991122,ŠTEPANJSKO NAS. - PODUTIK,PODUTIK;  osnovna,c24f6dfc-af45-4a89-abd8-c18bc8683f4c,346
2,717,0765930a-e0e5-4348-9d21-a75a75b39c64,12447.061477065816,NOVE JARŠE - ZELENA JAMA,ZELENA JAMA;  osnovna,39d131ff-a9c3-4532-9524-bc31812abc5b,737
25,726,f0a1153c-3561-4353-907b-fd379f4a53f2,21854.16406904915,MEDVODE - ZADOBROVA,ZADOBROVA;  osnovna,f425b54d-f76e-4760-b24b-994dd8067a72,727
25,727,75b8d7d2-e6f8-403a-b270-0def59a15b1e,21916.530175066553,ZADOBROVA - MEDVODE,MEDVODE;  osnovna,94561408-304d-47b4-8e28-45dc6e1bbe8e,726
27,730,40cf2663-eb59-4aaf-985e-35342c71753b,13489.082312877448,LETALIŠKA - BTC - NS RUDNIK,N.S. RUDNIK;  osnovna,65b2e2c9-4728-4960-b949-9b4be26e2f7a,1575
2,737,cbe838a5-dc37-44cc-93d8-a0d242739007,12045.694700266498,ZELENA JAMA - NOVE JARŠE,NOVE JARŠE;  osnovna,5d99b4a9-8b33-4fd7-8b26-84f34ee1121d,717
27,764,b3f87b40-5c73-47a5-b511-7a732c366215,4760.634255594705,K BAVARSKI DVOR - BTC-ATLANTIS,K BTC-ATLANTIS;  osnovna,884e7ee2-b6bb-416a-b139-dcc5a798699c,765
27,765,5bbbed72-02f4-451a-a589-88ce98a5530d,5484.490253291876,K BTC-ATLANTIS - BAVARSKI DVOR,K BAVARSKI DVOR;  osnovna,ffe6a1cc-6696-4357-9ac5-d3deacccbb15,764
24,789,50e5ad65-bc9a-4553-8662-aa5dcc140f75,19704.36649566476,BTC ATLANTIS - C. STOŽICE P+R,C. STOŽICE P+R,f6611790-e2ef-439f-95f8-f7607350b6a0,790
24,790,65422d83-3a74-4327-b827-dcb64c5ac4ed,19350.551959046832,C. STOŽICE P+R - BTC ATLANTIS,BTC ATLANTIS,b9b9dc9f-6fed-4797-8250-fba542f648fb,789
11,791,1f1eee75-8ac3-4f07-9170-ea740825436a,14052.298285109982,B BEŽIGRAD - ZALOG,B ZALOG;  osnovna,a85646e2-1999-44b1-9099-d79781553c19,792
11,792,973defef-e03d-4467-a8d5-7c10293232f1,13552.376121818585,B ZALOG - BEŽIGRAD,B BEŽIGRAD;  osnovna,807cb3be-ea13-45b2-aada-5c7762f35940,791
8,798,398ce4f4-13a4-49c8-bb59-d458b000b939,20484.89129008968,GAMELJNE - BRNČIČEVA,BRNČIČEVA;  osnovna,6504c887-7c2a-493e-adfe-cc5677349e15,799
8,799,0720af58-c8a6-4f6a-aae9-270a409411ff,20560.572582578814,BRNČIČEVA - GAMELJNE,GAMELJNE;  osnovna,c9bd5d3d-e200-4e5d-8fae-ba9067aee910,798
21,803,dd27d4f2-d0d3-469a-8339-545e32415d9e,9836.853160751314,BERIČEVO - JEŽICA,JEŽICA;  osnovna,d2f926db-6c8d-485e-b076-84cd9baa7f72,804
21,804,8dbdc9a2-3379-4e17-943e-d95cb14107c6,9840.909724783573,JEŽICA - BERIČEVO,BERIČEVO;  osnovna,44088491-3e9c-4394-a272-c46e17c53873,803
28,873,48ddd282-eba1-4adf-8990-5eceb235f8cc,16632.121153142976,KODELJEVO - MALI LIPOGLAV,MALI LIPOGLAV,c0a15ae1-51ff-4cc6-b836-c6a444e3d262,874
28,874,72831fdd-d07e-4f05-bb44-dc2ebdf4b052,16544.65430097017,MALI LIPOGLAV - KODELJEVO,KODELJEVO,9355f7f0-b922-4a60-bbe4-a11b44a00241,873
29,895,da9e964e-5376-4b76-ba21-623baa4fb6ae,27898.790157733074,KODELJEVO - TUJI GRM,TUJI GRM,c391ec7e-b920-458a-bef8-7939bbed423e,896
29,896,09d0da43-0d30-4331-971e-2a33e2098de7,28051.32846447817,TUJI GRM - KODELJEVO,KODELJEVO,522b7935-f685-431e-966e-86fc3a54268e,895
3,909,3db9e5b8-5cc0-4f06-94de-6637650d9d2e,5814.893461239568,N BAVARSKI DVOR - RUDNIK,N RUDNIK;  osnovna,15d90f06-0b4f-4183-a466-d4b05b05ef8f,910
3,910,15c45fc4-af64-40f5-b9c5-3521141341c1,6549.504761151644,N RUDNIK - BAVARSKI DVOR,N BAVARSKI DVOR;  osnovna,4f1ba367-a1e2-4962-ba82-96d2bdd60924,909
5,911,5fa19102-1a79-4b09-b78f-4ecec4474fb8,13236.949341358595,N PODUTIK - ŠTEPANJSKO NAS.,N ŠTEPANJSKO NAS.;  osnovna,51d36aed-1e75-4c3d-beac-2dcd7bc186ff,912
5,912,eeab899a-6bbc-4fb3-a0b5-6aaad0625ddf,12866.259810571644,N ŠTEPANJSKO NAS. - PODUTIK,N PODUTIK;  osnovna,a129b710-333f-4667-9e6f-13216ff9db87,911
27,913,6b8524fe-4bc0-4825-bbfa-be6930fcf434,7263.84728847464,B BAVARSKI DVOR - BTC - LETALIŠKA,B LETALIŠKA;  osnovna,d497b1d5-3de0-427a-a335-9729b8175d76,914
27,914,d3072548-4ef5-4768-948c-218663748895,8082.0643953920135,B LETALIŠKA - BTC - BAVARSKI DVOR,B BAVARSKI DVOR;  osnovna,fdec7fc2-5263-41b8-865c-670caf8003ea,913
13,936,a041b92d-46f4-42c6-9a08-9cd7021fd668,12875.537275050321,CENTER STOŽICE P+R - SOSTRO,SOSTRO;  osnovna,5e55d79d-c9af-4450-8a33-a70e9233961a,937
13,937,ed426338-b67d-4762-b3eb-4dd8fcdc9864,13039.30978702695,SOSTRO - CENTER STOŽICE P+R,C. STOŽICE P+R;  osnovna,e90fac67-1b27-434d-9426-e74e7447bebc,936
1,943,59793c1a-5716-434d-a0ad-73803ef2fab1,16134.75189797084,B GAMELJNE - MESTNI LOG,B MESTNI LOG;  osnovna,066bf2b8-3f44-4a3f-9d7e-5303e1f08347,944
1,944,1f39d7f8-675d-4527-9145-bb819bc2c86c,16132.521588652633,B MESTNI LOG - GAMELJNE,B GAMELJNE;  osnovna,a56f1447-9aca-47ab-82b7-7b35c8fdb454,943
1,945,baa7d695-33fd-4bf8-b5b6-cc6f16168ee2,8371.253230419296,N BAVARSKI DVOR - BROD,N BROD;  osnovna,73542a8f-be12-4c56-bfba-56bf692110cf,946
1,946,88e8ed49-86bc-4d9b-bced-ee1dd31e46bd,8462.368995594949,N BROD - BAVARSKI DVOR,N BAVARSKI DVOR; osnovna,1d62aa0c-ab8c-4c9a-a4cf-2c3f7526ca4d,945
7,971,50ff788f-6b8c-43cb-ae1b-1bb66f8da6b1,13410.858292794666,L LETALIŠKA - PRŽAN,PRŽAN;  osnovna,bef172ef-3c42-4657-aa6a-f12e4cfc61ed,972
7,972,265aa30b-5dbd-4901-b42b-fcf58c4914c7,13329.616985947221,L PRŽAN - LETALIŠKA,L LETALIŠKA;  osnovna,caaabc6c-d31b-467c-b129-e13116366e99,971
14,987,7ceb5cb4-8a89-4e08-91a5-e77383fb65f4,12721.110901254224,SAVLJE - BOKALCE,BOKALCE;  osnovna,1ad4c9d8-a887-4c7b-bf58-99b151a9315c,988
14,988,4d556044-3ce9-4b84-9919-8289b3a48f12,12793.03670646893,BOKALCE - SAVLJE,SAVLJE;  osnovna,cf4b6357-0319-46a1-93b6-8e8875468401,987
1,1011,1550840b-2dc2-4a3a-9ca9-47105624dfce,6290.078244198365,N BAVARSKI DVOR - VIŽMARJE,N VIŽMARJE;  osnovna,2fa5d6c6-97bf-4e0b-b636-3cc0eeff47e1,
1,1012,e802066f-3228-4eab-adbd-78315d23de32,13276.836024113376,N MESTNI LOG - BAVARSKI DVOR - BROD,N BROD,2c8770bc-dcda-4bc7-9a02-1afbc8d2b360,
1,1013,9825d1ce-a4a7-436d-b9ae-4143246acd29,11705.04109842106,N BAVARSKI DVOR - GAMELJNE,N GAMELJNE;  osnovna,802d88cf-40ea-407a-836b-bf64a3e93882,1021
1,1021,25561e90-6daf-4be2-8b58-8e5ea234e205,11681.325722499854,N GAMELJNE - BAVARSKI DVOR,N BAVARSKI DVOR;  osnovna,17d9ee4b-4976-43e2-856b-4d9aa26e3fc6,1013
1,1024,8d40cbed-eb29-4788-b9c0-1efb1771394d,10131.057249909163,B GAMELJNE - GARAŽA,GARAŽA,ee1efc9a-0efc-483c-90e8-de96ab1a0744,
1,1025,72b9494c-6cbb-474d-b2a5-af0c9d1a106b,6668.429550670639,N BROD - GARAŽA,GARAŽA;  osnovna,4dd1a590-96c7-41c4-967b-6903594dd2ad,
2,1026,bb9a6527-cd2c-4ec2-8793-230e59a45f05,12161.20620217843,NOVE JARŠE - GARAŽA,GARAŽA;  osnovna,be431aab-c85d-45b0-8ae7-d17a4876da9b,
2,1027,95aeff48-e13f-4681-8cff-c622e7026541,6121.8436897978645,ZELENA JAMA - GARAŽA,GARAŽA;  osnovna,c15753dd-710f-4d86-8dc9-62ee686bdba5,
5,1030,b46557b9-ca83-4541-a377-2b910e25bacf,3850.552748613523,PODUTIK - GARAŽA,GARAŽA;  osnovna,55c407b7-4f09-4ff4-afc6-d88ca088da79,
5,1031,63db9a19-debb-4a9f-9f8a-e0e6ccacaf01,8185.8051369230325,ŠTEPANJSKO NAS. - GARAŽA,GARAŽA;  osnovna,5cc56198-b001-4b63-94bc-510e217089c3,
6,1032,02a00f63-fa52-4aad-9fe4-d94228b7cdde,9572.125104610948,ČRNUČE - GARAŽA,GARAŽA;  osnovna,5e342b28-4c37-4850-b9e9-2b558c0a8458,
6,1033,1548976a-90d0-4d81-bab4-6b210ec22e53,7714.48761593127,DOLGI MOST P+R - GARAŽA,GARAŽA;  osnovna,02f6ed0a-c4f6-433e-9ca0-fde25cf26716,
7,1034,340273ea-4353-47e7-afce-ff029819e4a4,7852.619660163823,NOVE JARŠE - GARAŽA,GARAŽA;  osnovna,f2ccd8f5-9822-4cc5-b8dd-42032287b6c9,
7,1035,9d8e3776-327a-4b31-ad14-2100f9b76623,10439.198368454501,L LETALIŠKA - GARAŽA,GARAŽA;  osnovna,56bffa53-e424-4bd1-859a-596fd671d8b0,
7,1036,df889901-4eb0-41d5-97f5-22c54841792b,3787.5440687660252,PRŽAN - GARAŽA,GARAŽA;  osnovna,c92435c0-85fe-4e97-9817-128fac71e753,
8,1037,1f748ea2-0573-4565-936c-8533b07874a6,11371.360498401275,BRNČIČEVA - GARAŽA,GARAŽA;  osnovna,ed3c2335-121a-462b-8998-ca29cbaa63b0,
8,1038,afe2a9c7-4f4c-469a-a965-c28f81605ec3,9660.170801044223,GAMELJNE - GARAŽA,GARAŽA;  osnovna,bc884d87-e3f1-487e-ad6c-985e9fcdc98c,
9,1039,1617e719-4203-4010-9f7a-12772f779f75,8792.799299143273,ŠTEPANJSKO NAS. - GARAŽA,GARAŽA;  osnovna,9bbb645c-ca57-467f-a08a-37ee26a4694f,
11,1042,cd276771-713e-4284-aa9b-98ed62ee1eb8,15649.402581631348,ZALOG - GARAŽA,GARAŽA;  osnovna,e1b0a638-8f7b-45ac-99a0-64652c8aab61,
13,1043,5488ed90-e9ea-4798-8f76-b302b2e70539,6281.669812925439,CENTER STOŽICE P+R - GARAŽA,GARAŽA;  osnovna,af484a8e-e347-40ad-93f8-eb398f64afa5,
13,1044,486b0ddb-ebbd-4a31-9224-e3f18c8bfd92,12436.43320540553,SOSTRO - GARAŽA,GARAŽA;  osnovna,2c4258e1-9f1b-4c2f-bd35-9d7c822e5ac2,
14,1045,39b4d7c2-08e4-4540-899c-66bb9639b84b,10126.99195608531,BOKALCE - GARAŽA,GARAŽA;  osnovna,4a1d1ea0-ef9b-4ceb-8d23-5ae430b365e2,
14,1047,b6df1bee-b7c6-4ca0-b183-7b8bbbe0487f,8619.156395317332,SAVLJE - GARAŽA,GARAŽA;  osnovna,3f2a68d9-93cf-40f8-b376-03970866da6c,
19,1049,24218f48-8ad2-4e24-ae8f-3fa4618e9228,7612.112729557484,I TOMAČEVO - GARAŽA,GARAŽA;  osnovna,40b5cfab-41e5-4304-bddd-36320511b76d,
20,1052,557e73a0-f2bd-49f3-9415-5d2f51f785ed,6223.705595062251,NOVE STOŽICE P+R - GARAŽA,GARAŽA;  osnovna,48d28afb-93a6-40ff-a630-6eae9a27d80f,
22,1053,363d142d-f212-428a-ae90-5a5102c122dd,8919.535500758826,FUŽINE P+R - GARAŽA,GARAŽA;  osnovna,670c39dd-9435-4581-8352-28921acf38a7,
22,1054,e27d5b5b-54d8-4c59-900d-998e67c32453,3478.2156895866597,KAMNA GORICA - GARAŽA,GARAŽA;  osnovna,fb61aa3e-bbb5-450c-9bba-05d765b63b0d,
25,1055,00467874-bd54-4eca-a972-2c6cb93da57b,10980.38530082822,MEDVODE - GARAŽA,GARAŽA;  osnovna,6d32113b-e479-4008-b98c-87643bc171dc,
25,1056,0e06bd8e-2760-476a-9e3e-6b9ede72d9df,11881.905040475749,ZADOBROVA - GARAŽA,GARAŽA;  osnovna,9ff803e2-d54c-4e67-ab6b-78d0d3d85fae,
27,1057,61e12fad-92d9-4962-9a62-cf4796935931,10328.634581884147,LETALIŠKA - GARAŽA,GARAŽA;  osnovna,dfaeddca-50d8-4bb2-bfdd-4a63db9cfb11,
27,1058,8e6d01f2-d9ee-4344-91fb-97d7f2c75fbc,7423.364741227408,K KOLOSEJ - GARAŽA,GARAŽA;  osnovna,e0853d4d-e9fc-4918-8b07-b7b79ad4203a,
1,1060,c59e6522-6f82-48ca-afa3-8f16665b6336,6341.169557551758,N VIŽMARJE - BAVARSKI DVOR,BAVARSKI DVOR;  osnovna,6924f4bf-55e8-45a6-905b-4459b2aea48e,
8,1062,17459235-8c2f-4dcc-aa7a-55a21e5e5076,12198.246927493505,GAMELJNE - BAVARSKI DVOR,BAVARSKI DVOR;  osnovna,a46b7c27-3258-4095-a822-2a5b1e0f0c02,
3,1063,217c9f87-9a88-409f-99b9-64e108e49044,11016.376312638215,N BAVARSKI DVOR - ŠKOFLJICA,N ŠKOFLJICA;  osnovna,755a2d6d-3b68-4141-9503-a981ac458b68,1064
3,1064,647bbc0f-bdd4-497b-83ed-49ff17cc82f7,11756.286643598365,N ŠKOFLJICA - BAVARSKI DVOR,N BAVARSKI DVOR;  osnovna,9a84c6dc-2249-432f-9d79-4abad484f922,1063
28,1075,f4116245-a05f-44ec-9908-5b96cc47a950,16704.60366542735,MALI LIPOGLAV - Vevče - KAJUHOVA,KAJUHOVA,f04ec83c-498b-4036-a69f-7c5d5373d57a,1076
28,1076,4f2a51b1-b2c9-4a7d-9aef-c0fec37b5b92,16694.933411240843,KAJUHOVA - Vevče - MALI LIPOGLAV,MALI LIPOGLAV,22035d41-ace1-49c4-8e88-ca2aca9c8f8c,1075
29,1077,d960a65c-2751-4e58-a627-28803444466e,28422.487792198168,KODELJEVO - O.Š. SOSTRO - TUJI GRM,TUJI GRM,970dabc0-e293-4560-b74f-58f21b2416ca,
29,1078,5b4b9656-8230-465d-b139-641a23e5462a,28275.17334238697,TUJI GRM - O.Š. SOSTRO - KODELJEVO,KODELJEVO,6458b2df-36c4-4924-9158-88cfae0877c5,
29,1079,4f70f0dc-4da1-4c2e-8c2a-0f17d8537f74,22666.22872621946,TUJI GRM - VEVČE,VEVČE,7bab772c-09db-45fc-b7b3-9a898f5d6e7c,1080
29,1080,309e47e5-3ea2-4926-ae86-aafbfa3fe903,22763.54499337277,VEVČE - TUJI GRM,TUJI GRM,b7537b76-a9f5-42ca-ad12-93f3250b4685,1079
71,1081,312125fb-3a11-49a9-ac33-a2cf44e820d2,15540.000970707773,71101 GROSUPLJE-LUČE NA ŠOLI-GROSUPLJE,LUČE-GROSUPLJE,b1e775b5-026a-4999-b58c-2fb21f240eee,
72,1082,37b1efd8-c279-41e5-b756-16daec3ebab1,7147.040689549534,72101 GROSUPLJE-PEČ-POLICA,POLICA,f114eb18-68d8-49e6-935e-f8e9a08b4a22,1083
72,1083,9e5fe859-26c6-4a09-9228-6f6bdfcb7a9c,7091.621177858002,72201 POLICA-PEČ-GROSUPLJE,GROSUPLJE,471e16f8-bbf8-4dad-9c33-e72ca489bf6b,1082
72,1084,9bb5e305-9f56-4be3-8a18-9a09d94a2c72,9379.190835411044,72102 GROSUPLJE-TROŠČINE-POLICA,POLICA,34794948-ee86-4ce2-8163-6ece9a3d03e1,1085
72,1085,e406d281-8a54-40e1-8951-25d988f48b9c,9316.470487292387,72202 POLICA-TROŠČINE-GROSUPLJE,GROSUPLJE,cb21cee5-8d7a-4fc3-a444-dd85716ca7d0,1084
73,1086,f6a31671-2f68-4de6-a0e9-72575256806f,10600.035478866574,73101 GROSUPLJE-ŠKOCJAN,ŠKOCJAN,f120f2bc-a07e-4114-a857-67da2f69047a,1087
73,1087,9bf32320-b07b-450a-bc26-6dbc17cdb0ee,10567.672453819114,73201 ŠKOCJAN-GROSUPLJE,GROSUPLJE,e7dc977a-f87a-46e0-85f0-ff59651555e1,1086
73,1088,428f0030-0b7d-4255-b186-54cc260ad05f,4875.727816249742,73102 GROSUPLJE-ŠT. JURIJ,ŠT. JURIJ,3d676892-6bdb-4170-b6a7-0d7c7b57e80d,1091
75,1089,7b34c370-c1c8-4e37-a5df-ed929306bdc1,2745.55781788754,75101 GROSUPLJE-SP. SLIVNICA,SP. SLIVNICA,0c94c541-adb4-416d-8927-8017f16aa752,1090
75,1090,f5e4afc4-b6a4-405f-a31c-b6c5f140914a,2720.2514278280214,75102 SP. SLIVNICA-GROSUPLJE,GROSUPLJE,d7e4daf6-e35e-4eae-8e77-2b8e61550964,1089
73,1091,1848f39b-a840-4b53-a9ae-41a720fe4c7a,4798.278936859247,73202 ŠT. JURIJ-GROSUPLJE,GROSUPLJE,334b7fc7-7cf4-43ea-b756-65c459fa50ce,1088
73,1092,10cca10c-16ad-4338-8d8f-02c3f234d6df,8480.72368548223,73103 GROSUPLJE-SP. SLIVNICA-ŠT. JURIJ,ŠT. JURIJ,e57d0246-c378-4845-8c68-f4279a197804,
73,1093,10d5c016-0167-49cf-83d4-fcec9a73da46,14199.74915295055,73104 GROSUPLJE-SP. SLIVNICA-ŠKOCJAN,ŠKOCJAN,c19d90eb-6795-4c4e-8c0a-a7abecc10acf,1095
73,1095,e0fa0cf6-7331-415b-80df-a91cac61840f,13965.789589622796,73204 ŠKOCJAN-SP. SLIVNICA-GROSUPLJE,GROSUPLJE,2e254930-092b-40fc-a90c-6fb9ebfd56b8,1093
3,1096,ebf19a96-0d95-4dd5-afaf-697f638771c7,14965.059149001521,B LITOSTROJ - ŠKOFLJICA,B ŠKOFLJICA;  osnovna,c7a2d67d-92ce-4d75-87d4-16baafe3cee8,1553
3,1098,4347c0a1-563d-4628-8abc-8b6bf309b75c,9642.884408583066,LITOSTROJ - RUDNIK,RUDNIK;  osnovna,be878772-e560-4138-8df1-eee44435324f,1100
3,1099,044aac89-1923-4994-b5ac-9e42fcf0ee44,10029.051913291261,LITOSTROJ - RUDNIK,N RUDNIK;  osnovna,be878772-e560-4138-8df1-eee44435324f,
3,1101,5d9ad91c-ad07-40ad-a579-609a374d2c1d,1625.1739117312848,LITOSTROJ - GARAŽA,GARAŽA,ffb63f65-fe6f-4e01-828b-0c721dacfb3e,
6,1109,d149f1be-c2a1-46b6-ad45-e9a81ddb117d,15586.852508958598,B NOTRANJE GORICE - GARAŽA,B GARAŽA;  osnovna,0f8c3068-1e06-42c7-8a46-fcc00a37b019,
40,1112,f1cb5b6e-9de0-4469-96df-7b5f46bb65e4,15321.5635411836,40110 IG-I.Loka-Strahomer-Iška Vas-IG,IŠKA VAS,48e15986-3897-4691-8863-68ddf1c11245,
40,1114,d4d965ed-48f2-4c5e-9f3e-6de716314e04,17042.68646414857,40111 IG-I.Loka-Tomiš.A.-Iška vas-IG,IŠKA VAS,b7e04289-4cf9-4c2a-b163-84a8ed1913d1,
42,1120,45bad2e5-f6e4-446b-bcc4-cc0aa0440299,11871.88102663915,42107 IG-ZAPOTOK,ZAPOTOK,706eab37-1661-4a6d-9808-e1b60bdd9f11,1122
42,1121,c6115c49-2330-4a7e-9ccb-c67b8e777a6b,16365.657804271945,42108 IG-VISOKO-ZAPOTOK,ZAPOTOK,ae6930c4-6f81-42bf-8865-055b277e4318,1123
42,1122,7fe5513a-3a87-42dd-8449-6ac7f1d25ad0,11904.072539469684,42207 ZAPOTOK-IG,ZAPOTOK,364d8c4e-6855-494f-90d5-234f32cb867e,1120
42,1123,5e5edf14-32f0-4e0c-8f4d-f666ca198ab2,16362.115838218468,42208 ZAPOTOK-VISOKO-IG,ZAPOTOK,995f409a-c2ef-428a-8fc5-7fe4ebca46c5,1121
40,1124,12bc3c4c-7b46-4c63-8826-1e13c8841d09,25758.597074951955,40112 IG-I.L.-Tom.A.-Iška-Staje-Mat.-IG,IŠKA VAS,f6abc7ed-878d-451b-a3b0-634862278d71,1148
15,1131,c491a0f8-5c8d-4446-8c9c-0eb1e07cafbd,12557.90501233827,MEDVODE - GARAŽA,GARAŽA; osnovna,48f2a751-bbc2-43b2-9669-3be0af473210,
60,1133,ef3fc487-86b6-4384-b693-9df0121bfe05,26128.138816611532,LJUBLJANA AP - VODICE,VODICE; Vodice -> Utik -> Polje,515c95db-5c6a-403d-889e-026c9c2b9e45,1134
60,1134,5d645c18-e299-487c-9e5c-43b46c03f69c,25624.91471355866,VODICE - LJUBLJANA AP,LJUBLJANA AP; Polje -> Utik -> Vodice,56dad942-cffd-4690-bbab-b0761c7fe35a,1133
61,1135,9f18487e-df95-4ab4-bd9f-a93af06b5c72,9733.973281412564,VOJSKO - VODICE,VODICE,f482224c-52ff-4863-90e4-0dc066068d28,1136
61,1136,d55f5217-99f7-45fa-a9b2-dead44d9400a,9691.827848645555,VODICE - VOJSKO,VOJSKO,2b58a746-bae7-4c34-a27f-4c329a942c18,1135
62,1137,abf018d9-69e6-4105-ae47-e99e780aabe1,15620.527824249175,VODICE - ŠINKOV TURN - VODICE,VODICE; Vojsko,13b1852e-e6f7-476a-90ad-0c4a049e42d9,
19,1144,3c40a877-1c27-41e2-9385-09ed879f08a4,15394.96324835563,I IG AP - GARAŽA,I GARAŽA;  osnovna,33cd3613-b8f2-4cca-b871-d1100c83b7e8,
3,1145,5f661394-4fbc-488a-b1f4-16add7ed9153,25023.117934781716,G BEŽIGRAD - GROSUPLJE,G GROSUPLJE;  osnovna,4f9fa5c8-4f6e-42cf-96c3-aff9fa4a2ea8,1146
3,1146,9ebd9ca2-2ce5-4871-a556-0d6587452fcf,24932.51005586453,G GROSUPLJE - BEŽIGRAD,G BEŽIGRAD;  osnovna,5619d986-6380-48ab-a096-9d8f54cde78e,1145
40,1147,e50aad82-8e6f-4a81-82cb-aade99a155fd,11144.946427809973,40113 IŠKA VAS-Strahomer-I.Loka-IG,IŠKA VAS,39791432-272d-4604-8d5b-7b49f7122fbe,
40,1148,d6871cc7-40e7-42c4-af2f-c15e7dfbae15,11249.752549698946,40114 IG-I.Loka.-Strahomer-IŠKA VAS,IŠKA VAS,146408ae-79e5-4906-9ce8-547b87461806,1124
40,1150,f5a6d600-8a4e-433d-aec4-f37b2d92b47b,12890.207198181994,40116 IŠKA VAS-Tomiš.A.-I.Loka-IG,IŠKA VAS,ee7be62e-7993-472d-8bf5-5681c95494fb,
40,1151,f696cf0e-1f14-4f91-bd41-012ae613d897,3735.251738457334,40118 IŠKA VAS-Kot-Staje-IG,IŠKA VAS,9a805cb1-700b-4f30-ba3b-c7800b23b28d,
40,1152,4ec90ad9-04af-435a-aa1f-7cbbddc57368,12960.14144254214,40117 IG-I.Loka-Tomiš.A.-IŠKA VAS,IŠKA VAS,862cee5e-0cc8-4c3e-8ff7-45b0e5764836,
40,1155,b6eca1ad-d853-40c4-9558-c9ac5cb9d67e,20476.81950557935,40115 IG-I.L.-Tomiš.A.-Iška-Staje-IG,IŠKA VAS,b8c6213b-0084-42a4-8896-5847c4273793,
40,1156,8f8ed5e0-be0a-4f8f-ae99-eca578f12674,16580.32993756701,40119 IG-I.Loka-Tomiš.A.-Iška-IŠKA VAS,IŠKA VAS,158939c2-ac2b-427f-9d80-2d0510a5ad9e,
61,1158,f332ec25-141f-408b-a8b9-22cd70c2175e,17698.333731421608,VODICE - POLJE - VODICE,VODICE; Š. Turn - Zapoge o.,2855d890-2fbb-4310-ad79-5d2a8aca1cb1,
62,1160,c0aa7c48-4081-4dde-842d-87a5525799b7,12129.022435976798,VODICE - ŠINKOV TURN - VODICE,VODICE; Polje,13b1852e-e6f7-476a-90ad-0c4a049e42d9,
43,1161,29b782bc-e1d7-4f6d-8fba-796d2e711375,6299.578138478237,43101 NOTRANJE GORICE-PRESERJE,PRESERJE,871849c3-b55f-4666-8e0b-eb06beec3fe3,1162
43,1162,b001301e-0268-48a2-ba6d-3751cabe2814,6425.940905521611,43201 PRESERJE-NOTRANJE GORICE,NOTRANJE GORICE,b9f63526-4107-47f4-a22b-3ff2d58f6e7e,1161
44,1165,3d16ba03-bee0-4245-b3f8-001c693cf177,15951.260325423696,44101 NOTRANJE GORICE-PRESERJE-RAKITNA,RAKITNA,3427cd72-a80e-4238-81ca-f967e2780728,1167
44,1167,c8680774-cfdf-4797-8587-513960603481,16071.808902094352,44201 RAKITNA-PRESERJE-NOTRANJE GORICE,NOTRANJE GORICE,a60c20f4-a156-467f-845f-f603775ce0cd,1165
82,1168,ff356069-3366-4cfd-a275-a24e3b8e3162,18377.24278902878,82101 LJUBLJANA-ŠKOFLJICA-ŽELIMLJE,ŽELIMLJE,a34179fd-c359-4d9d-be01-db003d63c819,1169
82,1169,6da04ae6-7bf9-4b96-80fc-a396eec983ab,18546.99689529179,82201 ŽELIMLJE-ŠKOFLJICA-LJUBLJANA,LJUBLJANA AP,ae426d11-e974-46c0-af76-82af284e48f6,1168
19,1176,1fc80a7e-a53b-4532-b40c-c8af09393d54,10449.32816668557,TOMAČEVO - BARJE,BARJE;  osnovna,b73e98fd-6dce-4136-aaa7-6bb7f68a0dc1,1179
