group_name,int_id,id,length,parent_name,route_name,route_parent_id,opposite_route_int_id
26,1625,1efc6c96-5328-4398-9f99-a593f19c21e8,23674.63403340623,SOSTRO - TUJI GRM,TUJI GRM,d1a805e7-df9d-4b05-8975-2b8dde5c075a,
26,1626,f0d3e7b2-0241-409a-b02b-388bea93e69b,33972.335226284245,TUJI GRM - SOSTRO,GARAŽA,f166e4d4-3523-4e51-a31d-79f1b46694c7,
24,1627,8d0dfb56-2df2-485d-ab8a-3dbc80aa39db,11291.616162554468,BTC ATLANTIS - VEVČE,VEVČE,b012f556-e084-4791-b4f8-d684a7f5a640,1628
24,1628,646326bd-60b1-4597-bfb8-49a2887eb425,11109.845245065982,VEVČE - BTC ATLANTIS,BTC-ATLANTIS,cb3abfe5-93c8-4286-be8f-26b3038307a2,1627
24,1629,ed9983e8-2082-4c36-988b-b06caaaa4052,15746.286537996973,VEVČE - BTC ATLANTIS,GARAŽA,cb3abfe5-93c8-4286-be8f-26b3038307a2,
23,1630,ff495b52-edc7-4899-a479-076e1aee2a72,3328.516629874814,KAMNA GORICA - PODUTIK,PODUTIK,24cf85b4-3190-4255-9eb1-226ad841fac2,
23,1631,4b28136d-063d-481d-8bda-a0ab0353fc09,3343.726879412782,PODUTIK - KAMNA GORICA,KAMNA GORICA,63dc5eba-7736-4877-b550-988dcbbe2ae9,
12,1632,c9edca44-801c-48b0-8c50-ed4708750a14,11917.352076186782,BEŽIGRAD - VEVČE,VEVČE;ŽALE,8a0a71a5-3d3a-4923-bff8-d917d8301ac7,1633
12,1633,968264ee-8e9e-47ea-b8a4-6c7f9e278bf3,11703.052077341315,VEVČE - BEŽIGRAD,BEŽIGRAD;ŽALE,a5ea5391-a94d-4101-8f09-6eb49ab0826e,1632
12,1634,29cbec26-2ace-4d92-a8b6-0bc7cc44277d,13760.365319586987,D BEŽIGRAD - PODGORICA,D PODGORICA; ŽALE,c6fd3bc1-f064-4e17-9313-8864baf6fbd1,1635
12,1635,f3b8bed8-66e7-48c7-9c90-c3333231ca33,9911.94714893862,D PODGORICA - BEŽIGRAD,D BEŽIGRAD; ŽALE,8cfea638-fdfb-4f77-bd60-f8787740474b,1634
1,1636,432c718f-8665-41fc-81f8-b11d22ccbf60,17462.952318321673,D DOLGI MOST P+R - VIŽMARJE,D GAMELJNE,fdbb4ef9-2384-45bf-bec6-9f873e6c62f5,1457
32,1637,07adfe95-a552-446f-afc2-012cc202e776,8921.841397621532,MESTA HIŠA - LJUB. GRAD - MESTNA HIŠA,VLAK URBAN,cad34172-d172-4d67-b8d6-b2598fe31bc6,
31,1638,f4e254e5-0f90-42fd-b493-c2100716d203,755.3728093724974,Grosuplje AP - Zdravstveni dom Grosuplje,Zdravstveni dom,e0cfaf38-0a2a-485d-b854-a9cff13b7008,1639
31,1639,7ba4b686-1d2a-46f7-8151-f5cf64d88963,733.4323204749638,Zdravstveni dom Grosuplje - AP Grosuplje,AP Grosuplje,269aca98-116c-445e-9933-2940f4d7dd60,1638
18,1640,3b1e463e-07fc-4013-818a-96f164d50018,8394.234230918308,CENTER STOŽICE P+R - KOLODVOR,L KOLODVOR,be15fb79-85ac-48ac-9099-091b0eb766df,1641
18,1641,e1aba885-10e1-4a1e-917c-0fbc855e4f9d,8422.909116012564,KOLODVOR - CENTER STOŽICE P+R,L LITOSTROJ,bc2e779f-fdaa-40e2-bef2-40c35cf47eab,1640
10,1642,fc5cf93e-d78b-41a7-8329-b41214154bbb,21875.808544447245,VIŽMARJE (LIDL) - NS RUDNIK (LIDL),RUDNIK LIDL,7ca3d56a-44ab-4d49-b4b2-f34a92e3938a,1643
10,1643,6e046852-10f5-46a6-857e-85997dbb241a,22204.108923404416,NS RUDNIK (LIDL) - VIŽMARJE (LIDL),VIŽMARJE LIDL,56834d3f-c91c-494e-b795-afe681013b7b,1642
65,1644,249fbf9a-4235-4889-85e0-e5c92cb03c99,10004.351811562812,IDobre. OŠ - Podg. - Brez. - Komp. -Bruh,OŠ Dobrepolje,e9b23541-cf3f-40f0-8ed9-23fe8fe16a6c,
57,1645,e725c547-b9cc-4cd3-a378-d64b8ac59774,29632.49647151769,N OŠ AMS-SINJA G.-RAZP.-PODLIPA-VR.JAZON,VRHNIKA JAZON,b1ea34f5-b474-4092-b0e6-01b2cc9538b7,
57,1646,7383ad4b-64f9-4331-a494-4149ca0bbdc6,8961.469567984424,O OŠ AMS-LIG-SIN.G.OBLAK-OŠ I.C.-VR.J.,VRHNIKA JAZON,7d2f022d-767d-4052-8fd2-3bc814bfb6ed,
26,1647,370628e7-e113-440a-9eef-2eab52e8964d,29926.608912247964,MALI LIPOGLAV - TUJI GRM,TUJI GRM; Po Sostrski,d5ec7c81-4ce4-4c49-8309-b12bd80d26cf,1648
26,1648,b3894095-8816-493c-b92b-68face998421,29660.91934696653,TUJI GRM - MALI LIPOGLAV,MALI LIPOGLAV; Po Sostrski,92be8bce-e8eb-48e9-a0b2-e64a09852ec8,1647
15,1649,664b9ef5-9fc6-4f0e-bf1a-328189c7ee8e,17265.763817163213,STANEŽIČE - MEDVODE - SORA,SORA;,f9e7ce79-0624-43a2-9e67-d5e1a93e421b,1650
15,1650,62b5cd77-9ad6-4934-8efd-829119a9ad8d,17406.87683650063,SORA - MEDVODE - STANEŽIČE,STANEŽIČE;,d80e8568-8f91-4f20-8132-c47842d0f99c,1649
15,1651,4ddfa52c-ae9a-4f75-9faf-e820751ef1d7,14026.241903347132,SORA - GARAŽA,GARAŽA;,9cc1e328-5313-40da-8f75-7364100c938f,
26,1652,ef7ab5b4-d254-44ea-ae37-4603c124d032,20643.205386792513,TUJI GRM - SOSTRO,SOSTRO; po Sostrski,f166e4d4-3523-4e51-a31d-79f1b46694c7,1653
26,1653,ac39c9d4-d043-4d22-b1b6-824bfddf3c17,20728.794529160346,SOSTRO - TUJI GRM,TUJI GRM; Po Sostrski,d1a805e7-df9d-4b05-8975-2b8dde5c075a,1652
15,1654,440eb529-b100-47bf-9ab7-e8414ac90d94,7005.479544402004,STANEŽIČE - GARAŽA,GARAŽA;,6e9ce97c-59a1-4a09-beb2-eac07a7e6bef,
57,1655,ef397e43-c879-4b6f-ac1e-25b578434049,6240.646050895138,P Vrhnika - Kulturni Center - Bistra,Bistra,6ff83e86-f49d-47d3-90e0-0d7269c8e2e8,
57,1656,91142ad4-0247-4873-bac7-8d0d119b00f8,4801.763781779653,R Bistra - Vrhnika Jazon,Vrhnika Jazon,b2e37f77-6422-4981-890a-ac59d2403ed9,
57,1657,5a8ccd80-88df-4dc5-81ba-8e0865fb39fe,11365.365767747415,S Trž. - K.C - Gabrče - Betajn. - Bevke,Bevke,3e879c54-e1cf-4779-8f5f-7e62db1d1f32,
57,1658,fcc91fec-4943-4053-ae5f-10c29f8dbae3,10742.229990831871,T K.C. - OŠ IC - Lošca - S.G. Opek.-V,Vrhnika,5983492c-80ae-4a09-99ea-23ee6574c134,
57,1659,a691611b-dd2f-4496-b57a-eae54b99a918,12232.232748303775,U OŠ IC-K.C.-Rask.-Str.-ŽG Petk,Kulturni Center Vrhnika,0ab29375-caab-4eba-9cd3-3859d4dd9501,
57,1660,a75a2446-635a-4060-84be-0a10d833d4ff,12622.118773216309,V V.Jazon-K.C.-OŠ IC Lošca-Bistra,Bistra,0535ea8e-cfcc-43fd-be81-93d8c015a057,
26,1661,99160867-2590-40f7-8cc2-de183a1cc718,20995.423548056868,TUJI GRM - SOSTRO,SOSTRO;o.š. Sostro,f166e4d4-3523-4e51-a31d-79f1b46694c7,1662
26,1662,a28ee602-c012-4de9-b65e-c4e7cdd30e6a,23061.88104491792,SOSTRO - TUJI GRM,TUJI GRM;o.š. Sostro,d1a805e7-df9d-4b05-8975-2b8dde5c075a,1661
57,1664,b0446572-eed2-48fb-9bc7-2e6a571ffdcf,9334.594244486081,Z  S.Gorica-Opek.Lošca-KC-AMS,AMS,0b8c177e-8c40-477d-8077-e92d47e41fbd,
57,1665,535577fe-1b75-4c3f-b3e0-dfb16314ce8e,12106.937964098319,Z1 Jam.-M.Dol-Pet.-Jaz.-Ras.-Lošca,OŠ IC Lošca,ac5969a9-fb96-4d41-8865-cc32180a258c,
46,1667,daece95b-da90-41f2-af62-72bf017dbea8,73307.89130760204,Žiri-Rovte-Logatec-Lj.-Šk.-Želimlje,Želimlje,b3e40503-472d-4ec2-a231-2648b09e7259,
46,1668,0e405321-0e6f-4a5b-8ba5-6238a593b6d4,71991.95968020336,Želimlje-Šk.-Lj.-Logatec-Rovte-Žiri,Žiri,ecb7aabf-1faf-4665-836b-cf724b16af70,
